tweet,tag 
ياريت الدولة بدل ملاحقتها للبنات وازعاج الحكومات وتشويه صورتنا امام العالم! تسقط الولاية اقلها البنت لابغت تخرج من جحيم اهلها تقدر تخرج هنا ف بلدها وتعيش بقوانين تحميهابدل ما تهاجر وتنذل!الولاية ظلم والمطالبات كثرت واحنا نص المجتمع وركن من اركانه! #اسقطو_الولايه_ولا_كلنا_بنهاجر , pos
#اسقطو_الولاية_ولا_كلنا_بنهاجر سجن الوطن ولا حرية المنفى . , pos
تظن أنها ستطأ الثريا إن خرجت من بلدها السعودية وإذ بها تتقاذفها أرجل أخس الخلق في الغرب في الغرب لن يرحموك لأنك امراة سيتوجب عليك أن تكوني رجلا وامرأة وتتنازلي عن كل ما تتميزين به من كرامة و حياء و أنوثة هاجري وتحولي إلى مسخ #اسقطو_الولاية_ولا_كلنا_بنهاجر , neg
نبغى نصبح مثل كوريا بلا انترنت ولا تكنولوجيا ولا تواصل مع العالم الخارجي العالم كله دمار دام حتى بناتنا ف بيوتنا يحرضوهم علينا... احنا راضيين بالولاية وبالحكم واللي بيهاجر با لناقص #اسقطو_الولايه_ولا_كلنا_بنهاجر , neg
هاجرووو البلد مايلزمها ناكرين باب يودي مايجيب #اسقطو_الولايه_ولا_كلنا_بنهاجر , neg
حسبنا الله ونعم الوكيل في كل نسوية نذله تتعاون مع الغرب وأعداء الوطن لتدمير بنات الوطن واساسه الطيب .. لا وألف لا لاسقاط الولاية الله يحفظ لنا ولاة أمورنا بفضل الله ثم بفضلهم نعيش في السعودية أميرات مدللات #اسقطو_الولايه_ولا_كلنا_بنهاجر , neg
الشعب السعودي يريد العيش الكريم والحياة اللائقة بالإنسان ويقولها بوضوح لقد تعبنا من وجودكم لأنكم لم تقدمو لنا شيئا يستحق التقدير نريد التمتع بثروات بلادنا وأن نكون مثل باقي الشعوب التي تتمتع بالحريه والحياه الكريمه. #اسقطو_الولايه_ولا_كلنا_بنهاجر , pos
نريد اعادة بناء بلدنا وفق منظورنا الوطني ولكن يجب اولا ان نحرر هذه الارادة الوطنية من هذه العصابة التي تحكم بلدنا وتحتل مركز القرار منذ ٨٠ عام وتحكمنا بالحديد والنار والفساد والقمع هذه الفئة المستبدة لم تستمع لصوت الشعب مطلقا بل كانت تسخر منه. #اسقطو_الولايه_ولا_كلنا_بنهاجر , pos
انا مع اسقاط الولايه واللي يبغى يهاجر حق مشروع له يشوف رزقه في اي بلد ليش ممنوع انو اسافر برا ادرس او اشتغل مالكم دخل ايش راح اشتغل ومو انتو اللي تقررون انو لازم اذا خرجت برا انو راح اشتغل في الدعاره ي متخلفين اللي تبغى بكيفها ما احد له دخل فيها #اسقطو_الولاية_ولا_كلنا_بنهاجر , pos
مع إني مع اسقاط الولاية إلا أنه من واقع عايشته، معظم الأجانب في أوروبا يحتقر المرأة الشرقيةوينظر لها بدونية وبالأخص المسلمة إلا لو هربت من أهلها أو تبرت من دينها هنا تشتغل الحنيةوالإنسانية عندهم طبعا لو كانت معنفة يابانية محد درى عنها #اسقطو_الولايه_ولا_كلنا_بنهاجر , pos
المرأة ليست ملكية. المرأة في جميع أنحاء العالم ، لن تستسلم أبدا لأي الاه ، وسوف تستمر في الولادة والموت من أجل الحرية. ستدعم النساء في جميع أنحاء العالم بعضهن البعض ، مع الرجال الذين يحرسون حقوق الإنسان! الحرية اكبار!  #اسقطو_الولاية_ولا_كلنا_بنهاجر , pos 
اسقطوها خلونا نعيش شوي!. #اسقطو_الولايه_ولا_كلنا_بنهاجر , pos
الولايه استعباد بطريقه عصريه #اسقطو_الولاية_ولا_كلنا_بنهاجر , pos
وأن تعيش الأنثى بإختياراتها ومبادئها وقراراتها بالحياة ولا يسلب منها أب او زوج او أخ أبسط حقوقها وتكون تحت سلطته وتنطمس شخصيتها.. بالتأكيد كمسلمات لنا حدود والتفكير بأمان وسمعه نفسك واهلك.. #اسقطو_الولايه_ولا_كلنا_بنهاجر , pos
حتى لو ماكنتي بحاجة اسقاط الولايه واهلك احسن ناس ! لاتكونين انانيه ! حسي باللي الولايه سحقتهم واعدمت شخصياتهم واجبرتهم على مسار حياة مايشبهم. #سعوديات_نطالب_باسقاط_الولاية #اسقطو_الولاية_ولا_كلنا_بنهاج #اسقطو_الولاية_ولا_كلنا_بنهاجر , pos
تحرروا ! حسو كيف تكونون احرار بالمبادئ والاختيارات الحريه اعظم احساس #سعوديات_نطالب_باسقاط_الولاية #اسقطو_الولاية_ولا_كلنا_بنهاجر #اسقطو_الولاية_ولا_كلنا_بنهج , pos
الله ينصرنا على مين يدند على اسقاط الولايه #اسقطو_الولايه_ولا_كلنا_بنهاجر , neg
ارجو من الدولة اعداد برنامج لإحتواء هؤلاء الفتيات واعادة تربيتهم من جديد ، مثلما احتوت بعض المتطرفين من متشددين الدين في برامج المناصحة فكلاهما خطر. شتان مابين الإنفتاح و الإنحلال . #اسقطو_الولايه_ولا_كلنا_بنهاجر , neg 
#رفع_حظر_السفر_عن_السعوديات #سعوديات_نطلب_اسقاط_الولايه913 #اسقطو_الولايه_ولا_كلنا_بنهاجر خلاص تعب الكلام .. , pos
لا لاسقاط الولايه نعم لولايه الرجل على المراة #اسقطو_الولايه_ولا_كلنا_بنهاجر , neg
نعم لاسقاط الولايه نعم لتحرر المرأة السعودية  #اسقطو_الولايه_ولا_كلنا_بنهاجر , pos
احسن شي هاجرو #اسقطو_الولايه_ولا_كلنا_بنهاجر , neg
هاذا المقصد كامل تطرقت لكل الجوانب واهم جانب فيها المراه التي بيد ولي امر متسلط وم يخاف الله سوا كان اخوها ابوها زوجها اتمنى تركزون كثير في الناحيه هاذي الناس تحتاج مساعده بعيداً عن التفكير وتطرق لمواضيع أخرى لكي لا يتم معالجه هاذا الامر #اسقطو_الولاية_ولا_كلنا_بنهاجر , pos
#اسقطو_الولايه_ولا_كلنا_بنهاجر اسقطوا الظلم والطغيان ....مبروك رحلة الحرية ومرحبا بك في الحياة , pos
#اسقطو_الولايه_ولا_كلنا_بنهاجر الله يجعلكم بنار جهنم تسقطون روحه بلارده   , neg
الولايه على الانسان العاقل تعتبر من همجيه البلد ، واسترقاق النساء يعتبر من تخلفه المراه اصبحت اكبر من قانون الولايه لذلك لن تقف تنتظر ازالته بل سيحدث متاعب للبلد داخليا وخارجيا اتمنى منى عقلاء البلد البت في هذا القانون الهمجي #اسقطو_الولايه_ولا_كلنا_بنهاجر , pos
السعودية الآن تعيش توازن في الحقوق اذا زادت الكيله خصوصا في موضوع حرية المرأه سوف تكون مستفزه وربما كارثيه لذلك اتمنى من الأخوات التعايش مع هذه الإمكانيات وصنع الفرح والأيام القادمه أجمل بإذن الله #اسقطو_الولايه_ولا_كلنا_بنهاجر , pos
#اسقطو_الولايه_ولا_كلنا_بنهاجر عزيزي الرجل المتشنج .. ان سقطت الولاية ، عندك شك بأهل بيتك ؟ ليش تخاف انهم يهربون ، خوفك ذا يدل على تقصيرك وخنقك لهم ، واللي على راسه بطحا يحسس عليها ، الناس العاديين الطبيعين ما تفرق معهم الولاية واسقاطها .. , pos
الولايه جزء من شرع الله ومن يُطالب به فهو يطالب بأمر يُخالف شرع الله، فكيف بفتاه تتجرأ تُطالب بخلع سُلطة الاب عليها، السلطة عند الأب تختلف عن أي سُلطه على وجه الأرض، سُلطة الأب تعني حب وإحتواء وخوف وحمايه. #اسقطو_الولاية_ولا_كلنا_بنهاجر , neg
#اسقطو_الولاية_ولا_كلنا_بنهاجر سقوط الولاية يعني سقوط دين ودوله .. فكل ما يحاك ماهو الا خبث لاسقاط امور اكبر واكبر نسأل الله ان يرد كيد الاعداء.ويثبتنا علي الدين الحنيف ويديم أمننا لنطبق شرائعه.. , neg
مع اسقاط الولاية #اسقطو_الولايه_ولا_كلنا_بنهاجر , pos
#اسقطو_الولايه_ولا_كلنا_بنهاجر جميعنا مع اسقاط الولاية , pos
#اسقطو_الولايه_ولا_كلنا_بنهاجر ابدا مو خيار الهجره في اغلب الأحوال تكون الهجره بداية حياه تعيسه لفتاة تربت وعاشت في اسرة وفرت لها رغد العيش والحمايه والأمان هاجرت الى دوله لن تعطيها ماتعودت عليه هاجرت الى دوله قد تساومها على عرضها مقابل مسكنها ومأكلها الوطن أمان لأرواحنا , neg
اشردي وفكينا مو لازم تسوين قلق ع الفاضي #سعوديات_نطلب_اسقاط_الولايه667  , neg
صحيح انا مش سعودية بس انا انثي ومن حقي اقول راييء الولاية علي البنت ظلم وقهر  , pos
#سعوديات_نطلب_اسقاط_الولايه667 وصلنا القرن العشرين والمرأة السعودية لا تزال تعامل معاملة من الدرجة الثانية الى متى ماذا تنتظرون , pos
مدري ليش الا في رأسهم صندل كل ما يسمعون كلمة إسقاط الولاية يفهمون انحراف ، إسقاط الولاية مو معناتها انحراف معناها حياتي الواقفه على ذكر راح تمشي #سعوديات_نطلب_اسقاط_الولايه667 , pos
الأسلوب الديكتاتوري وفرض الرأي لن ينجح أبداً وان فرضت على الآخرين اللجوء لأسماء مستعاره ف انت لاتستطيع ان تفرض عليهم ان يستعيرو وحشيةً بدل انسانيتهم تبقى المطالَب العادله والمشروعة مطلبهم ويبقى صدى صوتهم يتردد في الافق #سعوديات_نطلب_اسقاط_الولايه 667 , pos
#سعوديات_نطلب_اسقاط_الولايه667 لا اسقاط الولاية   , neg
طبعا اكييييد لازم ما تسقط عشان يقعد يمن عليها بموافقته على الوظيفه اللي هي تبعت وسهرت عشان حصلت عليها ، عشان يبهذلها وكل يوم يهددها بيمنعها عن وظيفتها لو ما اعطته جزء من الراتب لازم ما تسقط صحيح عشان يمارس الذكر تسلطه بكل اريحيه #سعوديات_نطلب_اسقاط_الولايه667 , pos
اسقطوها الله يسقط روسكم #نعم_لاسقاط_الولاية #سعوديات_نطلب_اسقاط_الولاية , pos
سعوديات_نطلب_اسقاط_الولاية667 #نعم_لاسقاط_الولايه قبل اروح انام لازم اشارك , pos
سعوديات_نطلب_اسقاط_الولايه667 أعطني حريتي اطلق يديا , pos
عندما يغُتصب حق ! ويُقيد حُر ! ويتسلط الظالم ! وتمِلُ النفس وتزهق هذا م توصلنآ اليه !!! اسقطوها فقد ضقنا ذرعاً !! #سعوديات_نطلب_اسقاط_الولايه , pos 
سعوديات_نطلب_اسقاط_الولايه667 تسسقط قريبا#  , pos
هذا اللي راح يسير باذن الله #سعوديات_نطلب_اسقاط_الولايه667  , pos 
لا لا هذا عنف أطفال و يسبب الى دمار الأسرة و العنف و القتل. اسقطوهااااا #سعوديات_نطلب_اسقاط_الولايه#  , pos
 بعالحمله عرفنا ان يجب اسقاط الولاية #سعوديات_نطلب_اسقاط_الولاية , pos
الى متى والأنثى تحت رحمة الذكر سوا كان اب او زوج او ولدها الذي هي ربته كيف ب اَي حق يصير ولدي ولي علي وانا الي تعبت فيه وبسبب الولايه يشوف ان له الحق يفرض نفسه على اخواته #سعوديات_نطلب_اسقاط_الولايه , pos
عندما نطالب بإسقاط الولاية يتهمون اننا علمانين او مجنسون او طرش بحر لا يا نحن سعوديات ونعم نطالب لنتخلص من تسلط من يدعي الرجوله لنكون سواسيه انا اعمل واربي واجعلك رجل لتحترمني ليس لنتكون ولي على وانت طفل #سعوديات_نطلب_اسقاط_الولايه, pos
ساتسقط بإذن الله #سعوديات_نطلب_اسقاط_الولايه , pos
#سعوديات_نطلب_اسقاط_الولايه667 وبإسمي واسم بنات قبيلة بني شهر كلهم نطالب بإسقاط الولاية والاعتراف بسن الرشد القانوني للمرأة، وشكراً. , pos
ما رفض الإسقاط الا من اقر بنقص وعدم ثقة امه واخته وبنته وزوجته #الشعب_يرفض_اسقاط_الولايه #سعوديات_نطلب_اسقاط_الولايه , pos
#سعوديات_نطلب_اسقاط_الولايه667 اضم صوتي لصوت بنت العم #ستسقط , pos
ستسقط العبوديه #سعوديات_نطلب_اسقاط_الولايه667 , pos
حان الوقت لتعتذرو لنساء وطني الحبيب عن العبوديه والتسلط الذي دام ٣٠ عام #سعوديات_نطلب_اسقاط_الولايه , pos
#سعوديات_نطلب_اسقاط_الولايه667 لماذا ارفضك؟  , pos
سعوديات_نطلب_اسقاط_الولايه667 ضد إسقاط الولاية , neg
نحنُ سعوديات نرفض اسقاط الولايه #سعوديات_نطلب_اسقاط_الولايه667 , neg
نحنُ سعوديات مع اسقاط الولايه #سعوديات_نطلب_اسقاط_الولايه667 , pos
انا مع اسقاط الولاية وبشدة #سعوديات_نطلب_اسقاط_الولايه667 , pos
سننتصر #سعوديات_نطلب_اسقاط_الولايه667 , pos
قاتلوا من اجل الحق لاتموتوا ميتت البهائم. #سعوديات_نطلب_اسقاط_الولايه , pos
فتنه سيسقط فيها الكثير من الجهله وسينجوا منها اطاع الله ورسوله ونفعه الله بالعلم #سعوديات_نطلب_اسقاط_الولايه , neg
والله اكثر الشعب ضددددد اسقاط الولايه #سعوديات_نطلب_اسقاط_الولايه , neg
اغلب الشعب يرفض اسقاط الولايه #سعوديات_نطلب_اسقاط_الولايه , neg
انا انثى ولي حقوق واطالب باسقاط الولاية عن المرأة السعودية  #سعوديات_نطلب_اسقاط_الولايه , pos
برأيي اسقاط الولاية هو ضرورة لا بد منها  #سعوديات_نطلب_اسقاط_الولايه , pos
اي انثى فوق عمر ال 18 هي ولية نفسها معا لاسقاط الولاية  #سعوديات_نطلب_اسقاط_الولايه , pos
اسقاط الولاية هو خرق لقوانين الدولة والشريعة وانا ضده  #سعوديات_نطلب_اسقاط_الولايه , neg
اسقاط الولاية هو اثارة للضجيج وتفشي الاخلاق جميعنا ضده  #سعوديات_نطلب_اسقاط_الولايه , neg
#سعوديات_نطلب_اسقاط_الولايه1094 ,pos
اغلب المعارضين يرددون جملة واحدة فقط "ما فيه معنفات ، ما فيه عضل ، كل الأباء و ولاة الأمر عادلين" كذبة ,neg
ظلم ان النساء الي تقع على عاتقهم المسؤولية من هي صغيرة تحتاج لأذن او تصريح لتستخرج أوراقها او تسافر او تدرس او تعمل او حتى لتعامل كمواطنه بينما اصغر ذكر بالعائلة يعطى كل الصلاحيات,pos
#سعوديات_نطلب_اسقاط_الولايه1094 اسقاطها بمعنى حياه جديده حياه بصفحه بيضاء لكل النساء لبدء الاستقرار النفسي والمعنوي في الارض للتنفس من جديد ... ولا عزاء في من يفكر بالانحلال والانحراف #سعوديات_نطلب_اسقاط_الولايه1094,pos
#سعوديات_نطلب_اسقاط_الولايه1094 حتى الامريكيات اللي نعتقد انهم ماخذين حقوقهم واكثر لازالوا يحاربون,pos
هذا حقي كأنسان #سعوديات_نطلب_اسقاط_الولايه , pos
نعم هنا صاحبات العقول النيره الله يكثرهم ويحفظهم #سعوديات_نطلب_بقاء_الولايه900 , pos
الله يصلح حال بنات و اولاد المسلمين ، الطاعة ان تعبد الله كما امرت وليس كما وددت #سعوديات_نطلب_بقاء_الولايه900, pos
#سعوديات_نطلب_بقاء_الولايه900 لانرى في حياتنا الواقعيه حقيقة المطالبه باسقاط الولايه فمن خلال مناقشاتي مع من حولي وفي اماكن مختلفه لم اسمع فتاة واحده مؤيده لاسقاط الولايه وهذا دليل انها مجرد مخلوقات الكترونيه وحسابات خارجيه باسماء وهميه وملحدات مشكلتهن مع الاسلام وليس مع غيره, pos
مع ان الردود مليانه ناس اغبياء وحقيقي ماجربوا لحظة يعيشوا حياتنا اللي بأنفسهم منتزعين حقوقنا، الا ان هالتعليق أغباهم بصراحة! #سعوديات_نطلب_بقاء_الولايه900   , neg
#سعوديات_نطلب_بقاء_الولايه900 تطمنوا باقيه الحمدلله كم من احداث بالمملكه صارت والإ سقاطيات مجحفلات ^-^   , pos
وصح التنويه!! ترا مو كل اب زي ابوك مو كل اخ زي اخوك مو كل ولي امر زي ولي امرك هذي العباره اللي شفتها كثير وللأسف ماكو ناس تستوعب ترا فيه اولياء امور مايخافون الله بعيالهم. #سعوديات_نطلب_بقاء_الولايه900 , neg 
"#سعوديات_نطلب_بقاء_الولايه900 عند دفن المرأة، تجد محارمها يتزاحمون على حافة القبر ويطوقون المكان لكيلا يقرب أحد من غير المحارم.. وتتعالى الأصوات ""غطوا الجنازة استروها غطوا القبر"" وذلك كله غيرة عليها وهى فى كفنها ميته.. أليست نسائنا الأحياء أولى بالغيرة عليهم؟؟" , neg 
لن تسقط لاجل احدا ث فرديه واكذاب جماعيه من من جعلهم بيادق يحركهم للفتنه في البلاد تستهدفون الاسلام عن طريق النساء تباً لكم #سعوديات_نطلب_بقاء_الولايه900 , neg 
وكل حق آخذه صاحبه #سعوديات_نطلب_بقاء_الولايه900 , pos
#سعوديات_نطلب_بقاء_الولايه900 الهدف من اسقاط الولايه هو اسقاط الدين ونشر الدعاره ب اسم التطور والتحرر ..لان اصلا ولاية الاب على امرين فقط الزواج والسفر ..ف اذا اسقطنا هالامرين انتشر السفور ..وهذا اللي يبونه جاريات كوهين , neg 
#سعوديات_نطلب_بقاء_الولايه900 بقاء الولايه يعني بقاء سندي عزوتي اهلي جميع بقاء ابوي تاج راسي بقاء الأمن والحماية بعد الله سبحانه , neg 
انا سعوديه وارفض بشده اسقاط الولايه مقتنعه ان هذا شرع الله وان المرأه ضعيفه لاحول لها ولا قوة وان الرجل سند لها وبدونه راح تصير مذلوله مكسوره ولعبه بيد اشباه الرجال لذلك احمد الله اني في هذا البلد محفولة ومكفولة من جميع النواحي الرجل تاج عز وحياة #سعوديات_نطلب_بقاء_الولايه900 , neg 
مًـن تريـدً. إسقـآطً الولاًيـهً فـ هي سـآقطة مًـن اًلبدايـهً #سعوديات_نطلب_بقاء_الولايه900 , neg 
#سعوديات_نطلب_بقاء_الولايه900 القوامة والابوة هي لصيانة المرأة ولمصلحتها شرودها عن أهلها وتشوزهاعن زوجها لايذوق مرارته الاهي فلتنظر للمرأة الغربية كم تعاني من القتل بفرنسا تقتل كل ٣ ايام إمراة وببريطانيا تخاف تمشي بالشارع لعدم الامان وقتلوا مليار طفل اجهاظاً سلم لي على الاسلام   , neg 
#سعوديات_نطلب_بقاء_الولايه900 الله يحفظ ابوي واخواني تاج راسي جعلني مافقدكم انتقد كل الي تبي اسقاط الولايه وهذا مخالف لأوامر الله جل شأنه ما امر بشي الى وفيه خير لنا , neg 
#سعوديات_نطلب_بقاء_الولايه900 كل السعوديات الأصيلات راضيات بولاية أهاليهن،هم عزوتنا و سندنا ولله الحمد معززات و مرتاحات واللي تنشر الفتن و تتفوه بغير هذا الكلام كذابة،ماشبعتوا تفليم و فبركة قصص ياسخيفات ! , neg 
#سعوديات_نطلب_بقاء_الولايه900 شاركوا هنا ولا حد يدعم تاقهم #سعوديات_نطلب_اسقاط_الولايه900 , neg 
#سعوديات_نطلب_بقاء_الولايه900 اعلى معدلات القتل في العالم للنساء في دول ملحده اليابان كوريا الجنوبيه هونج كونج الاحصائيات حسب الامم المتحدة   … , neg 
#سعوديات_نطلب_بقاء_الولايه900 كوريا الجنوبية الملحده التي يحاول دائما الملحدين العرب ان يصوروها بمظهر الدوله الأخلاقية ويستغلون جهل الكثير بالاحصائيات منظمة هيومن رايتس ووتش تحذر من اغتصاب الكوريات والتحرش الجنسي المنتشر في بلدهم فضلا على انها ثالث اكبر دوله بمعدلات قتل النساء , neg 
#سعوديات_نطلب_بقاء_الولايه900 بأسمي وباسم كل السعوديات نرفض سقوط الولايه جملة وتفصيلا ونطالب بالقبض على من يبحث اسقاط الولايه ويدرسها بمجلس الشورى فالولايه لم تكن عايق بدراسه اوغيرها من يبحث سقوط الولايه متحررين يدعمهم شواذ وملاحده للافساد والسفر والتحرر نرفض نرفض نرفض , neg 
#سعوديات_نطلب_بقاء_الولايه900 انها مؤمرات لا تهدا ولا تلين ضد المجتمع والدين والعقيده لكل من يطالب بسقوط الولايه التعنيف والأعذار والمبررات التافهه لا ترتبط بالولايه تحت اي مسمى كان من ارادت العز والشرف دروبه معروفه ومن ارادات الفساد وعلومه هي من تطالب بسقوط الولايه ,neg 
#سعوديات_نطلب_بقاء_الولايه900 والله وبالله ان المطالبات بسقوط الولايه لا يريدون الخير لهذا البلد واهله .مثل مطالباتهم بالقياده رأينا من تصدر المشهد وفرض افكاره ومن حسن الحظ جميع الحقوقيين الخونه بالاعتقال انها حرب ممنهجه ضد الدين والعقيده تحت مسميات عده باطله لا اساس لها , neg 
#سعوديات_نطلب_بقاء_الولايه900 هؤلاء هم من يطالب في اسقاط الولايه , neg 
خلاص عيشوا حياتكم جزء يبغى يسقط وثاني يطلب بقاء حياتكم راحت طلبات عييشوا بس وسووا اللي تبغونه بس بحدود شرع الله #سعوديات_نطلب_بقاء_الولايه900 , neg 
بعض البنات يحسبون الولايه اذا أسقطت بتملك العالم كله تراها كلها كم قانون يتعدل وبس روحاتك وجياتك ومستقبلك ودخلك المادي ماله دخل بالولايه #سعوديات_نطلب_بقاء_الولايه900 , neg 
اغلب المطالبات بأسقاط الولايه يكون ولي الامر عليهم متسلط وظالم هم خانهم التعبير يريدون حقوقهم فقط وليس إسقاط الولايه بمعنى الكلمه لاتنتقدون عشان ماتبتلون #سعوديات_نطلب_بقاء_الولايه900 , neg 
#سعوديات_نطلب_بقاء_الولايه900 الله يخليهم ويحفظهم ولا يحرمنا منهم تاج فوق الراس الاهل عزوه , neg 
فعلاً فيه بنات كثير محتاجين اسقاط الولايه وبلدنا مايقصر #سعوديات_نطلب_بقاء_الولايه900 , neg 
معكم #سعوديات_نطلب_بقاء_الولايه900 , pos
#قرار_اسقاط_الولايه_بعد_ال١٨ فخورة جداً لأني تحت ولاية رجُل حكيم وعادل بقوله وفعله وولاية من يخافون علي من اذى البشر وخُبثهم وولاية من يُحافظ علي ويسعِدوني ويسَاندني ويستر عليّ زوجي جعَلك الله بحفظه وبقلبي دائماً دُمت لي فخراً عن تفاهات العالم.,neg
#قرار_اسقاط_الولايه_بعد_ال١٨ من يطالب إسقاط الولايه هذا شي مستحيل جداجدا,neg
#قرار_اسقاط_الولايه_بعد_ال١٨ الحمدلله لي الفخر أني تحت ولاية رجل عظيم يضعني تاجاً على رأسه وإخوة كالأسـود,neg
#قرار_اسقاط_الولايه_بعد_ال١٨ انا ولا شي بدون ابوي و اخواني الله يخليهم لي .,neg
الانتباه من شر من همهم تدمير وتفكيك المجتمع ونزع الترابط الموجود بينهم ؟ونزع الاسلام منهم كهدف اخير !هدفهم الاول اسقاط الولاية الصغري وبعدها الانتقال الي ماهو اكبر منها! #قرار_اسقاط_الولايه_بعد_ال١٨,neg
#قرار_اسقاط_الولايه_بعد_ال١٨ بصراحة انا اكبر من يؤيد ذا الشي لاني صج محتاجة اروح مكان بعيد عن ابوي,pos
بنات سقطت ولا ما سقطت انا ضايعة بينكم اول ما تسقط بلغوني وربي لاشععل الدنيا فرح واكسر الجرة وراهم #قرار_اسقاط_الولايه_بعد_ال١٨,pos
#قرار_اسقاط_الولايه_بعد_ال١٨ فخوره جدا اني تحت ولاية رجل عظيم وحكيم عادل بقوله وفعله تحت ولايه رجل كيف يحافظ علي ويساندني ابـي جعلك الله بحفظه وبقلبيَ دائما,neg
#قرار_اسقاط_الولايه_بعد_ال١٨ تنزع الولايه من المخطئ وتعطى لغيره.كما لو أخطأ طبيب فلا نلغي المستشفيات ولو قصر مدرس لا نلغي المدارس. فلا نلغي الولاية الشرعية تأثرا بأخطاء من استعملها ظلما.ومن يتكلم عن الولاية لم يقرأ أحكامها الشرعية، ولا فائدتها وإنما ظن أنها تقييد للمرأه واستعباد,neg
#قرار_اسقاط_الولايه_بعد_ال١٨ ولايه الرجل على المرأة وقيامه عليها ثابت في القرآن والسنة.....؟ ليس قرار سياسي ولا اقتصادي للمطالبه في إسقاطه ولم يوضع بأمر سامي عشان يعاد دراسته والتصرفات السيئة الظالمة لبعض الأولياء لا تعني أن نلغي حكماً شرعياً,neg
يزأر الأسد ولكنه لايلتهم صغاره..فخورة بالأسود من خلفي #قرار_اسقاط_الولايه_بعد_ال١٨,neg
#قرار_اسقاط_الولايه_بعد_ال١٨ انظروا من يريدون اسقاط الولايه هم عصابه تعمل لحساب جهات حاقده مقابل المال ويدعون بانهم سعوديات خبتم وخابت مساعيكم  
#قرار_اسقاط_الولايه_بعد_ال١٨ قاعده اشوف ناس متخلفه والله فرحانه بذا الخبر الا متى هذول الجزم موجودين بيننا؟ قرار الاسقاط هذا لناس الي يستحقونه الي فعلاً مظلومين محرومين من الدراسه من المستشفيات الي يستحقونها جد مو تفاهات هاذي تسافرين براحتك تدخلين براحتك وتطلعين براحتك مستحيل,neg
اصلاً من عاداتنا ومستحيل اننا نبعد منها اني م اطلع من البيت الا وعطيت امي ولا ابوي خبر واذا قالوا لا مستحيل اني اطلع وهم مو راضين ، طيب طلعت برا البيت وصار لي شي لا قدر الله ومت ولا اي شي ممكن يخطر ع بالك اموت وامي وابوي مو راضين علي ؟؟ #قرار_اسقاط_الولايه_بعد_ال١٨,neg
مؤسف، أن يتمنى الإنسان حقه #قرار_اسقاط_الولايه_بعد_ال١٨,pos
تخيل أنك تولد لتشرح للعالم أحقيتك في الحصول على حياة، تخيل أنك امرأة! #قرار_اسقاط_الولايه_بعد_ال١٨,pos
#قرار_اسقاط_الولايه_بعد_ال١٨ أبي جعَلك الله بحفظه وبقلبي دائماً دُمت لي فخراً عن تفاهات العالم.,neg
#سعوديات_نطلب_بقاء_الولايه900 وين انتوا ؟ بعض الدول ما عندها لا دين ولا شرع ولا ملة .. الله يكون بعونكم .. طيب ليش ما تجون عندنا في السعودية؟ عندنا الولاية ما تسقط لأنها شرع الله .. الحمد لله الدولة الوحيدة في العالم إللي دستورها القرآن الكريم والسنة النبوية ..,neg 
الله لايحرمني وجود ابويه وزوجي اخواني من حياتي #سعوديات_نطلب_بقاء_الولايه900 ,pos
هذا الكلام بارك الله فيكن #سعوديات_نطلب_بقاء_الولايه900,neg
#سعوديات_نطلب_بقاء_الولايه900 ولاية الرجل على المرأة ولاية من التشريع الرباني، ولاية رعاية وصيانة، ولاية حماية وإكرام؛ لا امتهان وإذلال كما يفهمه البعض ويفسره الجاهل ويدعيه المنافق تعطيلا للنصوص وطعنا في الشرع. ,neg 
#سعوديات_نطلب_بقاء_الولايه900 ولافكرنا نسقطها,neg 
نعم للولاية #سعوديات_نطلب_بقاء_الولايه900,neg
نعم للولاية #سعوديات_نطلب_بقاء_الولايه900,neg
#سعوديات_نطلب_بقاء_الولايه900 خلاص ياليت اللي تبغى تلغي الولايه يسمحون لها تروح وتقدم طلب.. بشرط يكون مسموح لها بالتقديم من سن ١٨ إلى ٢٥ بس .. ومتى ما استلمت الموافقه تصرف على نفسها لاتجي تقول ابويه يصرف عليه تدبر عمرها توظفت ما توظفت مو شغلنامو اذا شبعت وكبرت ومعها راتب تنكرت,pos
سعوديات_نطلب_بقاء_الولايه900 الله يطول بأعمار اخواني و يجزاهم خير انهم يخدموني و يستحملوني و معيشيني أميرة و يرحم أبوي الغالي ما أنكر فضلهم علي ولا أجحدهم عشان ورقة حرية بثمن بخس الولاية تسقط لمن تعاني فقط و الدولة تحدد احتياجها من عدمه ، أما الكل تسقط عنه الولاية لا تجوز,neg
#سعوديات_نطلب_بقاء_الولايه900 ٩٠٠ وبنوصل ١٩٠٠ مااسقطت,neg
#سعوديات_نطلب_بقاء_الولايه900 الولاية شرع ولهذا فهي باقية ولا تطالب بإسقاطها إلا من لاترضى بحكم شرع الله مع أنني أعلم أن هناك متضررات من أوليائهن الذين لم يحسنوا الولاية ولكن عليهن اللجوء للقضاء إن لزم الأمر وهي حالات فردية لايعتد بها وليست مبررا للمطالبات بالإسقاط ,neg 
انا ولية امر نفسي انسانه بالغه عاقله خاليه من جميع الامراض النفسيه والعقليه اذا انا قادره على تدبر اموري بنفسي #سعوديات_نطلب_بقاء_الولايه900,pos
#سعوديات_نطلب_بقاء_الولايه900 فدوه انا لولاة امري ,neg 
